"accession","analysis_status","analysis_summary.0.key","analysis_summary.0.value","analysis_summary.1.key","analysis_summary.1.value","analysis_summary.2.key","analysis_summary.2.value","analysis_summary.3.key","analysis_summary.3.value","analysis_summary.4.key","analysis_summary.4.value","analysis_summary.5.key","analysis_summary.5.value","analysis_summary.6.key","analysis_summary.6.value","analysis_summary.7.key","analysis_summary.7.value","analysis_summary.8.key","analysis_summary.8.value","analysis_summary.9.key","analysis_summary.9.value","assembly","complete_time","downloads","experiment_type","instrument_model","instrument_platform","is_private","last_update","mgx_accession","pipeline_version","run","sample","study","url"
"MGYA00216475","completed","Submitted nucleotide sequences","79803869","Nucleotide sequences after format-specific filtering","79713671","Nucleotide sequences after length filtering","74246780","Nucleotide sequences after undetermined bases filtering","74238907","Reads with predicted CDS","71255322","Reads with predicted RNA","181278","Reads with InterProScan match","29306952","Predicted CDS","72096063","Predicted CDS with InterProScan match","29344830","Total InterProScan matches","47955492","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713344?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426791?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216475?format=csv"
"MGYA00216476","completed","Submitted nucleotide sequences","31274001","Nucleotide sequences after format-specific filtering","31233074","Nucleotide sequences after length filtering","29218662","Nucleotide sequences after undetermined bases filtering","29215144","Reads with predicted CDS","28186244","Reads with predicted RNA","82448","Reads with InterProScan match","12878950","Predicted CDS","28593733","Predicted CDS with InterProScan match","12899231","Total InterProScan matches","21450721","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713387?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426834?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216476?format=csv"
"MGYA00216477","completed","Submitted nucleotide sequences","14034154","Nucleotide sequences after format-specific filtering","14015964","Nucleotide sequences after length filtering","12016103","Nucleotide sequences after undetermined bases filtering","12016005","Reads with predicted CDS","11430899","Reads with predicted RNA","65014","Reads with InterProScan match","5047770","Predicted CDS","11453839","Predicted CDS with InterProScan match","5048623","Total InterProScan matches","7877866","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725975?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426804?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216477?format=csv"
"MGYA00216478","completed","Submitted nucleotide sequences","14200729","Nucleotide sequences after format-specific filtering","14187568","Nucleotide sequences after length filtering","13236475","Nucleotide sequences after undetermined bases filtering","13235913","Reads with predicted CDS","12114132","Reads with predicted RNA","65914","Reads with InterProScan match","4388635","Predicted CDS","12168613","Predicted CDS with InterProScan match","4390492","Total InterProScan matches","6888713","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726010?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426845?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216478?format=csv"
"MGYA00216479","completed","Submitted nucleotide sequences","4050803","Nucleotide sequences after format-specific filtering","4043984","Nucleotide sequences after length filtering","3557529","Nucleotide sequences after undetermined bases filtering","3557449","Reads with predicted CDS","3373422","Reads with predicted RNA","30507","Reads with InterProScan match","1607748","Predicted CDS","3382915","Predicted CDS with InterProScan match","1608180","Total InterProScan matches","2545615","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726008?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426840?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216479?format=csv"
"MGYA00216480","completed","Submitted nucleotide sequences","46123303","Nucleotide sequences after format-specific filtering","46049148","Nucleotide sequences after length filtering","41907483","Nucleotide sequences after undetermined bases filtering","41903853","Reads with predicted CDS","40003877","Reads with predicted RNA","156595","Reads with InterProScan match","15542050","Predicted CDS","40259212","Predicted CDS with InterProScan match","15552449","Total InterProScan matches","24632639","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713389?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426836?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216480?format=csv"
"MGYA00216481","completed","Submitted nucleotide sequences","37582357","Nucleotide sequences after format-specific filtering","37493260","Nucleotide sequences after length filtering","12123077","Nucleotide sequences after undetermined bases filtering","12122834","Reads with predicted CDS","11494976","Reads with predicted RNA","40388","Reads with InterProScan match","4484679","Predicted CDS","11572787","Predicted CDS with InterProScan match","4487831","Total InterProScan matches","7061835","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2592264?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426824?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216481?format=csv"
"MGYA00216482","completed","Submitted nucleotide sequences","28768063","Nucleotide sequences after format-specific filtering","28744338","Nucleotide sequences after length filtering","27059874","Nucleotide sequences after undetermined bases filtering","27058761","Reads with predicted CDS","25839273","Reads with predicted RNA","127114","Reads with InterProScan match","10560439","Predicted CDS","25919632","Predicted CDS with InterProScan match","10563697","Total InterProScan matches","16635680","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726018?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426849?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216482?format=csv"
"MGYA00216483","completed","Submitted nucleotide sequences","28597027","Nucleotide sequences after format-specific filtering","28561794","Nucleotide sequences after length filtering","25391739","Nucleotide sequences after undetermined bases filtering","25391451","Reads with predicted CDS","24435396","Reads with predicted RNA","91192","Reads with InterProScan match","9325745","Predicted CDS","24506141","Predicted CDS with InterProScan match","9328800","Total InterProScan matches","14713841","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725951?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426784?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216483?format=csv"
"MGYA00216484","completed","Submitted nucleotide sequences","38318287","Nucleotide sequences after format-specific filtering","38273807","Nucleotide sequences after length filtering","35809654","Nucleotide sequences after undetermined bases filtering","35805301","Reads with predicted CDS","34492401","Reads with predicted RNA","141426","Reads with InterProScan match","16392129","Predicted CDS","35046113","Predicted CDS with InterProScan match","16420831","Total InterProScan matches","27350126","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713351?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426798?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216484?format=csv"
"MGYA00216485","completed","Submitted nucleotide sequences","81342751","Nucleotide sequences after format-specific filtering","81253815","Nucleotide sequences after length filtering","76129940","Nucleotide sequences after undetermined bases filtering","76120543","Reads with predicted CDS","72788854","Reads with predicted RNA","277401","Reads with InterProScan match","29551065","Predicted CDS","73779693","Predicted CDS with InterProScan match","29595840","Total InterProScan matches","48669668","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713384?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426831?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216485?format=csv"
"MGYA00216486","completed","Submitted nucleotide sequences","38624131","Nucleotide sequences after format-specific filtering","38552322","Nucleotide sequences after length filtering","30155269","Nucleotide sequences after undetermined bases filtering","30154416","Reads with predicted CDS","28579804","Reads with predicted RNA","113612","Reads with InterProScan match","11390888","Predicted CDS","28969102","Predicted CDS with InterProScan match","11410383","Total InterProScan matches","18518037","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2592280?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426851?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216486?format=csv"
"MGYA00216487","completed","Submitted nucleotide sequences","52954166","Nucleotide sequences after format-specific filtering","52895097","Nucleotide sequences after length filtering","49553677","Nucleotide sequences after undetermined bases filtering","49547515","Reads with predicted CDS","47492505","Reads with predicted RNA","211720","Reads with InterProScan match","22410526","Predicted CDS","48321674","Predicted CDS with InterProScan match","22453116","Total InterProScan matches","37680764","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713369?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426816?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216487?format=csv"
"MGYA00216488","completed","Submitted nucleotide sequences","40092659","Nucleotide sequences after format-specific filtering","40039013","Nucleotide sequences after length filtering","37327396","Nucleotide sequences after undetermined bases filtering","37322866","Reads with predicted CDS","35557413","Reads with predicted RNA","169840","Reads with InterProScan match","15835308","Predicted CDS","36040637","Predicted CDS with InterProScan match","15858267","Total InterProScan matches","25998739","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713388?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426835?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216488?format=csv"
"MGYA00216489","completed","Submitted nucleotide sequences","79932930","Nucleotide sequences after format-specific filtering","79840984","Nucleotide sequences after length filtering","74750254","Nucleotide sequences after undetermined bases filtering","74741045","Reads with predicted CDS","71667199","Reads with predicted RNA","345985","Reads with InterProScan match","32178392","Predicted CDS","72546936","Predicted CDS with InterProScan match","32223322","Total InterProScan matches","53094291","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713355?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426802?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216489?format=csv"
"MGYA00216490","completed","Submitted nucleotide sequences","110828640","Nucleotide sequences after format-specific filtering","110663832","Nucleotide sequences after length filtering","101945636","Nucleotide sequences after undetermined bases filtering","101935088","Reads with predicted CDS","96278504","Reads with predicted RNA","470094","Reads with InterProScan match","44508946","Predicted CDS","97239434","Predicted CDS with InterProScan match","44552985","Total InterProScan matches","72144530","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713352?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426799?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216490?format=csv"
"MGYA00216491","completed","Submitted nucleotide sequences","39218650","Nucleotide sequences after format-specific filtering","39158008","Nucleotide sequences after length filtering","29918873","Nucleotide sequences after undetermined bases filtering","29917914","Reads with predicted CDS","28443962","Reads with predicted RNA","134329","Reads with InterProScan match","11405278","Predicted CDS","28731619","Predicted CDS with InterProScan match","11420108","Total InterProScan matches","18300236","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2592263?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426822?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216491?format=csv"
